date,price
2020-09-24,1549.99
2020-10-09,1599.99
2020-12-10,1799.99
2021-01-09,2179.99
2021-01-10,2149.99
2021-01-15,2099.99
2021-01-31,2229.99
2021-02-05,2274.99
2021-02-06,2279.99
2021-02-10,2269.99
2021-02-26,1839.99
2021-03-11,2169.99
2021-03-15,2139.99
2021-03-16,2169.99
2021-03-19,2139.99
2021-03-23,2169.99
2021-03-24,2139.99
2021-03-25,2239.99
2021-03-26,2139.99
2021-03-27,2239.99
2021-03-28,2139.99
2021-03-30,2169.99
2021-03-31,2139.99
2021-04-01,2149.99
2021-04-04,2239.99
2021-04-06,2129.99
2021-04-08,2159.99
2021-04-10,2249.99
2021-04-13,2349.99
2021-07-03,3202.99
2021-08-28,3029.97
2021-09-05,2895.72
2021-09-09,3434.99
2021-11-20,3094.98
2021-11-21,3097.73
2021-11-22,3097.93
